bookTitle,authorName,average_rating,num_ratings,genres
"And Another Thing... (The Hitchhiker's Guide to the Galaxy, #6)",Eoin Colfer,3.56,"31,513",Poetry
"And In-Between (The Fallen, #3)",Julie Mannino,4.03,79,Mystery
The Cyberiad,Stanisław Lem,4.15,"12,911",Biography
"Rogue (Shifters, #2)",Rachel Vincent,4.09,"18,651",Graphic Novel
A Bad Case of Stripes (Scholastic Bookshelf),David Shannon,4.26,"85,194",Biography
زمن الخيول البيضاء,Ibrahim Nasrallah,4.43,"10,669",Fantasy
"Gregor and the Prophecy of Bane (Underland Chronicles, #2)",Suzanne Collins,4.21,"47,652",Mystery
"City of Ghosts (Downside Ghosts, #3)",Stacia Kane,4.22,"9,390",Biography
"Unholy Magic (Downside Ghosts, #2)",Stacia Kane,4.07,"10,483",Science Fiction
"I, Lucifer",Glen Duncan,3.6,"9,400",Science Fiction
Five Point Someone: What Not to Do at IIT,Chetan Bhagat,3.43,"90,469",Mystery
The Man from St. Petersburg,Ken Follett,3.93,"32,103",Science Fiction
"Attack of the Fiend (The Last Apprentice / Wardstone Chronicles, #4)",Joseph  Delaney,4.21,"23,652",Horror
"Malice (The Faithful and the Fallen, #1)",John Gwynne,4.17,"39,466",Science Fiction
The Anatomical Shape of a Heart,Jenn Bennett,3.93,"19,717",Thriller
A Little History of the World,E.H. Gombrich,4.11,"27,971",Romance
Sins of the Maker,Daniel Cuervonegro,4.28,262,Young Adult
"Arrow's Fall (Heralds of Valdemar, #3)",Mercedes Lackey,4.19,"23,238",Young Adult
"The Glass Books of the Dream Eaters (Miss Temple, Doctor Svenson, and Cardinal Chang, #1)",Gordon Dahlquist,3.5,"5,471",Horror
The Doomsday Conspiracy,Sidney Sheldon,3.66,"24,825",Self-Help
"Street Magic (The Circle Opens, #2)",Tamora Pierce,4.17,"24,347",Self-Help
Measuring the World,Daniel Kehlmann,3.73,"19,006",Science Fiction
"Embrace the Darkness (Guardians of Eternity, #2)",Alexandra Ivy,4.14,"9,710",Adventure
"Ruined (Ruined, #1)",Paula Morris,3.84,"13,748",Romance
The Crossing of Ingo,Helen Dunmore,4.1,"3,338",Fantasy
Have a Nice Day!: A Tale of Blood and Sweatsocks,Mick Foley,4.29,"9,907",Fiction
The Pleasure of Finding Things Out: The Best Short Works of Richard P. Feynman,Richard P. Feynman,4.23,"12,608",Thriller
Citizen of the Galaxy,Robert A. Heinlein,4.01,"17,032",Fiction
"Bloodline (Sigma Force, #8)",James Rollins,4.24,"23,462",Philosophy
"Afterworlds (Afterworlds, #1)",Scott Westerfeld,3.72,"20,193",Biography
The Stranger,Harlan Coben,3.89,"91,933",Fiction
"The Deep End of the Ocean (Cappadora Family, #1)",Jacquelyn Mitchard,3.87,"120,375",Young Adult
"Sweet Venom (Medusa Girls, #1)",Tera Lynn Childs,3.91,"12,238",Thriller
Earthly Powers,Anthony Burgess,4.13,"3,209",Mystery
"A Man Lay Dead (Roderick Alleyn, #1)",Ngaio Marsh,3.8,"15,195",Adventure
"Monster in His Eyes (Monster in His Eyes, #1)",J.M. Darhower,4.08,"35,598",Science Fiction
"Gathering Darkness (Falling Kingdoms, #3)",Morgan Rhodes,4.22,"27,632",Fiction
"Foundryside (The Founders Trilogy, #1)",Robert Jackson Bennett,4.19,"41,764",Mystery
"Flow My Tears, the Policeman Said",Philip K. Dick,3.91,"41,318",Fantasy
"The Scarecrow (Jack McEvoy, #2; Harry Bosch Universe, #20)",Michael Connelly,4.1,"50,907",Philosophy
The Upanishads,Anonymous,4.25,"16,162",Nonfiction
Lighthousekeeping,Jeanette Winterson,3.87,"9,404",Mystery
"The Collectors (The Camel Club, #2)",David Baldacci,4.06,"48,849",Thriller
"Books of Blood: Volumes One to Three (Books of Blood, #1-3)",Clive Barker,4.19,"28,176",Fantasy
"The Ghost and the Goth (The Ghost and the Goth, #1)",Stacey Kade,3.86,"18,898",Nonfiction
Strange Pilgrims: Twelve Stories,Gabriel García Márquez,4.04,"25,073",Fantasy
Molloy,Samuel Beckett,4.04,"8,620",Mystery
"Tears of Tess (Monsters in the Dark, #1)",Pepper Winters,4.0,"39,587",Mystery
"Spook Country (Blue Ant, #2)",William Gibson,3.72,"20,633",Adventure
Catechism of the Catholic Church: Complete and Updated,Catholic Church,4.48,"10,981",Fiction
The Love Poems of Rumi,Deepak Chopra,4.27,"4,035",Fiction
"If There Be Thorns (Dollanganger, #3)",V.C. Andrews,3.77,"50,462",Adventure
"N or M? (Tommy & Tuppence Mysteries, #3)",Agatha Christie,3.8,"26,036",Fantasy
"Tribulation Force (Left Behind, #2)",Tim LaHaye,3.97,"42,831",Fiction
"The Naked Sun (Robot, #2)",Isaac Asimov,4.19,"57,105",Historical
Η φόνισσα,Alexandros Papadiamantis,4.24,"6,692",Self-Help
I Wrote This For You (I Wrote This For You #4),pleasefindthis,4.09,"20,363",Science Fiction
The Star Rover,Jack London,4.2,"8,811",Science Fiction
"Game (I Hunt Killers, #2)",Barry Lyga,4.22,"13,559",Poetry
"Iron Gold (Red Rising Saga, #4)",Pierce Brown,4.24,"94,336",Fiction
Rock Paper Scissors,Alice Feeney,3.93,"428,740",Fiction
"Mona Lisa Overdrive (Sprawl, #3)",William Gibson,4.01,"44,179",Nonfiction
"Ten Big Ones (Stephanie Plum, #10)",Janet Evanovich,4.15,"103,192",Mystery
"The Raven Prince (Princes Trilogy, #1)",Elizabeth Hoyt,3.96,"23,616",Nonfiction
The Fry Chronicles,Stephen Fry,3.84,"22,198",Fantasy
Rising Sun,Michael Crichton,3.65,"51,898",Young Adult
"The Magic (The Secret, #3)",Rhonda Byrne,4.12,"21,494",Historical
"The Invaders (Brotherband Chronicles, #2)",John Flanagan,4.39,"23,409",Nonfiction
Between a Rock and a Hard Place,Aron Ralston,3.84,"22,333",Nonfiction
"The Murder on the Links (Hercule Poirot, #2)",Agatha Christie,3.87,"95,993",Nonfiction
"White Fire (Pendergast, #13)",Douglas Preston,4.11,"27,007",Horror
"Archangel's Legion (Guild Hunter, #6)",Nalini Singh,4.39,"26,146",Romance
"The Wolves of Willoughby Chase (The Wolves Chronicles, #1)",Joan Aiken,4.06,"21,405",Philosophy
"The Bromance Book Club (Bromance Book Club, #1)",Lyssa Kay Adams,3.88,"113,696",Biography
"The Sweetest Oblivion (Made, #1)",Danielle Lori,4.04,"251,334",Thriller
Women of the Silk (Women of the Silk #1),Gail Tsukiyama,3.95,"16,498",Poetry
"Curse the Dawn (Cassandra Palmer, #4)",Karen Chance,4.15,"21,313",Adventure
"The Dead and the Gone (Last Survivors, #2)",Susan Beth Pfeffer,3.85,"40,214",Fantasy
"City of Bones / City of Ashes / City of Glass / City of Fallen Angels / City of Lost Souls (The Mortal Instruments, #1-5)",Cassandra Clare,4.57,"14,931",Thriller
"Touch & Geaux (Cut & Run, #7)",Abigail Roux,4.48,"10,553",Young Adult
"Ramona the Pest (Ramona, #2)",Beverly Cleary,4.08,"66,130",Romance
"The Walk (The Walk, #1)",Richard Paul Evans,4.16,"23,849",Fantasy
The Life and Death of Anne Boleyn,Eric Ives,4.2,"10,281",Thriller
"Mister God, This is Anna",Fynn,4.13,"6,661",Historical
The Dhammapada,Anonymous,4.27,"28,532",Nonfiction
Love in the Ruins,Walker Percy,3.83,"4,040",Horror
"Evil Genius (Genius, #1)",Catherine Jinks,3.81,"8,502",Biography
"Revolution 2020: Love, Corruption, Ambition",Chetan Bhagat,3.11,"63,800",Horror
"Pegasus and the New Olympians (Pegasus, #3)",Kate O'Hearn,4.4,"5,800",Nonfiction
Death by Black Hole: And Other Cosmic Quandaries,Neil deGrasse Tyson,4.1,"30,756",Self-Help
The Lion and the Mouse,Jerry Pinkney,4.22,"24,210",Poetry
"A Darkness More Than Night (Harry Bosch, #7; Harry Bosch Universe, #10)",Michael Connelly,4.16,"60,328",Young Adult
Legion of the Damned,Sven Hassel,3.99,"5,201",Historical
"Wicked: Witch & Curse (Wicked, #1-2)",Nancy Holder,3.61,"10,959",Horror
A Woman of Independent Means,Elizabeth Forsythe Hailey,3.97,"3,816",Science Fiction
The Knowledge of the Holy,A.W. Tozer,4.39,"26,498",Young Adult
"Claimed by Shadow (Cassandra Palmer, #2)",Karen Chance,3.97,"22,911",Biography
"Into the Shadow (Darkness Chosen, #3)",Christina Dodd,4.2,"7,525",Adventure
"Darklight (Wondrous Strange, #2)",Lesley Livingston,3.91,"10,006",Young Adult
Funny in Farsi: A Memoir of Growing Up Iranian in America,Firoozeh Dumas,3.83,"26,018",Fantasy
"The Morganville Vampires, Volume 1 (The Morganville Vampires, #1-2)",Rachel Caine,4.35,"18,408",Poetry
"Phantom (The Vampire Diaries: The Hunters, #1)",L.J. Smith,3.77,"14,701",Fantasy
The Satanic Bible,Anton Szandor LaVey,3.41,"13,579",Fiction
The Inspector General,Nikolai Gogol,3.97,"16,762",Fiction
"Once (Eve, #2)",Anna Carey,3.88,"19,806",Biography
Ashes in the Wind,Kathleen E. Woodiwiss,4.19,"10,386",Adventure
The Partner,John Grisham,3.96,"128,036",Self-Help
"Unique, Different, Found (Nightfall, #1)",Violet Samuels,3.59,"1,534",Philosophy
"Forgotten, Saved, Loved (Nightfall, #2)",Violet Samuels,4.07,439,Biography
Downright Delinquents,Lauren Jackson,4.06,218,Biography
The Chemist,Stephenie Meyer,3.76,"92,749",Adventure
"Wayfarer (Passenger, #2)",Alexandra Bracken,3.8,"13,792",Philosophy
The Coma,Alex Garland,3.38,"8,722",Horror
"The Brothers Hawthorne (The Inheritance Games, #4)",Jennifer Lynn Barnes,3.97,"72,811",Fiction
"The Collected Poems, 1957-1982",Wendell Berry,4.39,"1,764",Young Adult
Theatre,W. Somerset Maugham,4.16,"8,517",Romance
"In the Belly of the Bloodhound: Being an Account of a Particularly Peculiar Adventure in the Life of Jacky Faber (Bloody Jack, #4)",L.A. Meyer,4.32,"10,247",Graphic Novel
"Kitty and the Midnight Hour (Kitty Norville, #1)",Carrie Vaughn,3.68,"33,122",Fiction
"The Accidental Billionaires: The Founding of Facebook, a Tale of Sex, Money, Genius, and Betrayal",Ben Mezrich,3.57,"16,390",Thriller
The Subterraneans,Jack Kerouac,3.66,"15,606",Horror
"A Passion Most Pure (The Daughters of Boston, #1)",Julie Lessman,3.98,"6,350",Adventure
"Chronicles of the Black Company (The Chronicles of the Black Company, #1-3)",Glen Cook,4.23,"25,402",Science Fiction
One Thousand Gifts: A Dare to Live Fully Right Where You Are,Ann Voskamp,4.02,"55,560",Horror
Running Wild,Michael Morpurgo,4.21,"4,857",Historical
فلتغفري,أثير عبدالله النشمي,3.4,"32,430",Self-Help
The Door,Magda Szabó,4.1,"27,270",Thriller
"City of Ghosts (Cassidy Blake, #1)",V.E.  Schwab,3.89,"67,956",Young Adult
"Broken Harbor (Dublin Murder Squad, #4)",Tana French,3.95,"100,847",Young Adult
"A Letter of Mary (Mary Russell and Sherlock Holmes, #3)",Laurie R. King,4.0,"20,227",Historical
"Frog and Toad Together (Frog and Toad, #2)",Arnold Lobel,4.25,"44,071",Self-Help
Ironweed,William  Kennedy,3.87,"16,874",Thriller
The Wish List,Eoin Colfer,3.78,"16,827",Mystery
The Rapture of Canaan,Sheri Reynolds,3.83,"34,529",Biography
"Mystic City (Mystic City, #1)",Theo Lawrence,3.73,"11,380",Fiction
"The Goddess Legacy (Goddess Test, #2.5)",Aimee Carter,4.03,"7,917",Historical
Warrior of the Light,Paulo Coelho,3.69,"38,868",Philosophy
Moscow 1812: Napoleon's Fatal March,Adam Zamoyski,4.35,"2,344",Biography
"The Hook Up (Game On, #1)",Kristen Callihan,3.95,"58,169",Philosophy
"A Passion Redeemed (The Daughters of Boston, #2)",Julie Lessman,4.15,"3,073",Biography
Room on the Broom,Julia Donaldson,4.45,"23,257",Romance
"Death Note, Vol. 8: Target (Death Note, #8)",Tsugumi Ohba,4.23,"24,363",Adventure
The Divine Conspiracy: Rediscovering Our Hidden Life in God,Dallas Willard,4.21,"14,475",Fiction
The Curious Case of Benjamin Button,F. Scott Fitzgerald,3.57,"68,392",Nonfiction
"Scandal in Spring (Wallflowers, #4)",Lisa Kleypas,4.02,"54,886",Horror
Ferien auf Saltkrokan,Astrid Lindgren,4.35,"5,593",Adventure
Job: A Comedy of Justice,Robert A. Heinlein,3.78,"18,178",Philosophy
Sam's Letters to Jennifer,James Patterson,4.16,"92,801",Fantasy
Remembrance of Things Past: Volume II - The Guermantes Way & Cities of the Plain,Marcel Proust,4.5,"1,168",Graphic Novel
"Eulalia! (Redwall, #19)",Brian Jacques,4.11,"8,005",Romance
"A Passion Denied (The Daughters of Boston, #3)",Julie Lessman,4.24,"2,329",Romance
Battle Cry of Freedom,James M. McPherson,4.38,"31,316",Young Adult
Major Pettigrew's Last Stand,Helen Simonson,3.9,"141,345",Historical
Tartuffe,Molière,3.66,"39,462",Nonfiction
"The Mirror of Her Dreams (Mordant's Need, #1)",Stephen R. Donaldson,3.93,"13,805",Graphic Novel
Death: The High Cost of Living,Neil Gaiman,4.2,"41,699",Mystery
The Slap,Christos Tsiolkas,3.24,"30,862",Thriller
The Hunger Angel,Herta Müller,3.9,"6,208",Mystery
Incognito: The Secret Lives of the Brain,David Eagleman,4.08,"32,520",Mystery
New World Translation of the Holy Scriptures (1984),Anonymous,4.51,"1,366",Thriller
"The Cardinal of the Kremlin (Jack Ryan, #4)",Tom Clancy,4.09,"56,616",Fiction
"Streets of Laredo (Lonesome Dove, #2)",Larry McMurtry,4.06,"19,575",Fiction
"Caged in Darkness (Caged, #1)",J.D. Stroube,3.59,730,Science Fiction
The Midwich Cuckoos,John Wyndham,3.91,"25,727",Graphic Novel
Seducing the Myth,Lucy Felthouse,3.91,45,Mystery
A Legacy of Madness: Recovering My Family from Generations of Mental Illness,Tom   Davis,3.66,"1,384",Nonfiction
I am an Island,Jonathan Culver,3.75,24,Mystery
"Blood Ties (Blood Ties, #1)",Sophie McKenzie,4.12,"4,728",Science Fiction
"The Cloud Roads (Books of the Raksura, #1)",Martha Wells,3.98,"13,790",Romance
"A Tale of the Other Kind (Therian, #1)",Leandi Cameron,3.63,81,Graphic Novel
"Shattered (Shattered Hearts, #1)",Nicole  Banks,4.13,244,Mystery
"Crookedstar's Promise (Warriors Super Edition, #4)",Erin Hunter,4.57,"11,275",Philosophy
La vida de Lazarillo de Tormes,Anonymous,3.49,"29,637",Fiction
"It's Not What You Think (It's Not What You Think, #1)",Ashley Waelti,4.27,15,Fantasy
The Girl Who Fell,S.M. Parker,3.63,"1,724",Young Adult
Arranged,Catherine McKenzie,3.68,"9,472",Science Fiction
Just Perfect,Hanne Arts,3.74,69,Nonfiction
And the Tide Turns,Timothy  Dalton,3.93,54,Nonfiction
Woven,Michael   Jensen,3.9,"1,237",Horror
Human Action: A Treatise on Economics,Ludwig von Mises,4.34,"3,995",Young Adult
"Hunt for the Star (The Eldon Archives, #1)",Dane Richter,4.83,53,Adventure
"The Aeronaut's Windlass (The Cinder Spires, #1)",Jim Butcher,4.18,"44,490",Nonfiction
Silhouette,Elissa Riley,4.13,30,Romance
Beautiful Affliction,Lene Fogelberg,3.86,"1,939",Mystery
Girl of Shadow,Holly Chavez,4.15,13,Adventure
The Oldest Soul - Animus,Tiffany FitzHenry,3.94,462,Thriller
The Japanese Lover,Isabel Allende,3.87,"85,915",Science Fiction
"Pop Goes the Weasel (Helen Grace, #2)",M.J. Arlidge,4.13,"23,067",Thriller
Origins Of India: Bharatvarsham,Ravi   Pathak,4.57,51,Romance
What We Think We Become,Durgesh Satpathy,4.21,39,Fiction
A Peterson Field Guide to Rocks and Minerals,Frederick H. Pough,3.87,149,Nonfiction
How to Draw Pokemon,Tracey West,4.28,558,Fantasy
If Shadows Could Tell: an Aurora Steller mystery novel,Granthana Sinha,3.98,94,Biography
Gothic Tales,Elizabeth Gaskell,3.8,"2,801",Philosophy
I Slept with Slender Man,Emma       Steele,3.22,87,Adventure
Remember Your Rubbers!: Collectible Condom Containers (A Schiffer Book for Collectors),G.K. Elliott,3.67,3,Graphic Novel
Bill Cosby: Coming at You,Sandra Ziegler,,,Nonfiction
Scooby-doo On Zombie Island,Gail  Herman,3.82,84,Mystery
Rang & Dale's Pharmacology,Humphrey P. Rang,4.16,545,Mystery
Gay Girl,Joan   Ellis,4.11,9,Thriller
The Town That Forgot How to Breathe,Kenneth J. Harvey,2.96,"1,523",Philosophy
Dracula's Guest and Other Weird Tales,Bram Stoker,3.92,"3,939",Self-Help
North American Lake Monsters,Nathan Ballingrud,3.97,"5,203",Self-Help
666,Jay Anson,3.46,"1,170",Self-Help
The Parasite,Ramsey Campbell,3.28,944,Thriller
The Slime Beast,Guy N. Smith,3.22,208,Self-Help
The Wells of Hell,Graham Masterton,3.63,582,Horror
Darkness,John Saul,3.95,"21,214",Self-Help
Stinger,Robert McCammon,3.89,"8,540",Horror
Some of Your Blood,Theodore Sturgeon,3.8,"1,973",Poetry
"Enter, Night",Michael Rowe,3.53,937,Graphic Novel
The Eyes of the Beast,Steve    Harris,3.96,95,Fiction
"The Crime at Black Dudley (Albert Campion Mystery, #1)",Margery Allingham,3.61,"8,301",Fiction
The Fury,John Farris,3.29,637,Nonfiction
Late at Night,William Schoell,3.92,71,Fantasy
More Ghost Stories of an Antiquary,M.R. James,4.16,"1,622",Adventure
Breeder,Douglas Clegg,3.39,436,Historical
The Reddening,Adam Nevill,3.65,"4,907",Horror
"Nightmare House (Harrow House, #1)",Douglas Clegg,3.35,"1,733",Historical
Darkfall,Stephen Laws,3.61,350,Adventure
Willard,Stephen  Gilbert,3.96,676,Horror
Where the Chill Waits,T. Chris Martindale,3.94,309,Nonfiction
Candlenight,Phil Rickman,3.95,"1,314",Horror
Dreamhouse,Douglas Borton,4.06,34,Romance
A Scent of New-Mown Hay,John  Blackburn,3.35,217,Adventure
The Cadaver of Gideon Wyck,Alexander Laing,3.71,134,Historical
All Souls' Night,Hugh Walpole,3.63,100,Mystery
Wagner the Werewolf,George W.M. Reynolds,3.46,243,Fiction
Randalls Round,Eleanor Scott,3.88,227,Philosophy
Tales Of The Grotesque: A Collection Of Uneasy Tales,L.A.   Lewis,4.07,60,Thriller
In a Lonely Place,Karl Edward Wagner,4.26,635,Graphic Novel
The Hole of the Pit,Adrian Ross,3.54,148,Graphic Novel
The Black Reaper,Bernard Capes,3.7,47,Graphic Novel
A Beleaguered City: and Other Tales of the Seen and the Unseen,Mrs. Oliphant,3.41,86,Science Fiction
"Black Easter (After Such Knowledge, #2)",James Blish,3.85,815,Self-Help
The Collected Tales,A.E. Coppard,4.14,43,Young Adult
The Obsession of Sally Wing,Russ Martin,2.93,15,Self-Help
Dweller,Jeff Strand,4.0,"3,067",Fiction
FantasticLand,Mike Bockoven,3.94,"21,507",Horror
Young Goodman Brown,Nathaniel Hawthorne,3.65,"14,888",Horror
The Midnight Bell,Francis Lathom,3.68,96,Poetry
Mad Death,Nigel  Slater,3.75,8,Thriller
Blood Beast,Don D'Ammassa,3.14,21,Thriller
Creeping Death from Neptune: Horror and Science Fiction Comics,Basil Wolverton,4.32,75,Mystery
The Captive,Robert Stallman,3.97,61,Young Adult
Fengriffen: A Chilling Tale,David   Case,4.0,84,Nonfiction
The Unblemished,Conrad Williams,3.64,228,Nonfiction
"Ghosts I Have Met, and Some Others",John Kendrick Bangs,3.5,114,Philosophy
The Shell of Sense,Olivia Howard Dunbar,3.44,45,Thriller
The Three Impostors and Other Stories (The Best Weird Tales of Arthur Machen #1),Arthur Machen,4.08,"1,430",Philosophy
The Beckoning Fair One,Oliver Onions,3.8,553,Romance
The Haunted Hotel & Other Stories,Au Wilkie Collins,3.69,529,Fantasy
The Wind in the Rosebush and Other Stories of the Supernatural,Mary E. Wilkins Freeman,3.83,410,Mystery
The Lunatics of Terra,John Sladek,3.7,23,Romance
Cunning Folk,Adam Nevill,3.84,"3,893",Romance
"Manfrone; Or, the One-Handed Monk",Mary Anne Radcliffe,3.58,50,Historical
"The Worm and His Kings (The Worm and His Kings, #1)",Hailey Piper,3.78,"1,792",Mystery
The Original Dr. Shade and Other Stories,Kim Newman,4.11,56,Romance
WerewolveSS,Jerry Ahern,3.76,103,Poetry
You Shall Never Know Security,J.R. Hamantaschen,3.87,380,Biography
Shadows Over Baker Street,Michael Reaves,4.09,"4,531",Science Fiction
The House of Lost Souls,F.G. Cottam,3.4,"1,989",Poetry
The Watchers,A.M. Shine,3.98,"15,219",Graphic Novel
The Complete Tales from the Crypt,William M. Gaines,4.5,64,Fantasy
Vincent Van Gogh Head Of A Skeleton With A Burning Cigarette Notebook: - 6 x 9 inches with 110 pages,Alan Wells,0.0,0,Historical
Fish Skeleton Drawings: Art for beginner,SS P,0.0,0,Historical
Vintage Collection of Animal Skeleton Illustrations,Jeremy Warlen,0.0,0,Nonfiction
Dancing Skeletons: Life and Death in West Africa,Katherine A. Dettwyler,3.79,"1,250",Philosophy
The Secret of Leifeng Pagoda (Professor Shantanu Bose #3),Ruby Gupta,4.74,88,Fiction
Descendant,Graham Masterton,3.53,475,Mystery
The Vampire Tapestry,Suzy McKee Charnas,3.59,"2,364",Fantasy
Breeding Ground,Shaun Hutson,3.73,797,Poetry
Omens,Richard Gavin,4.28,69,Young Adult
Guardian Angels,Joseph A. Citro,3.67,120,Young Adult
Halloween (Halloween #1),Curtis Richards,4.15,"8,619",Adventure
The Emperor of Ice-Cream and Other Poems,Wallace Stevens,3.96,249,Historical
Dead Heat,Del Stone Jr.,3.65,17,Young Adult
The Old Straight Track : The Classic Book on Ley Lines,Alfred Watkins,3.63,231,Science Fiction
Six Gothic Dramas (De Monfort / Orra / The Dream / The Family Legend / The Panthom / Whitchcraft,Various,3.89,37,Graphic Novel
The Mystery of the Sea,Bram Stoker,3.48,216,Poetry
Other Worlds Other Seas,Darko Suvin,3.21,19,Adventure
"D is for Deadbeat (Kinsey Millhone, #4)",Sue Grafton,3.89,"42,715",Self-Help
Dark Echo,F.G. Cottam,3.7,844,Mystery
The Historian,Elizabeth Kostova,3.8,"265,814",Adventure
The Strange Case of Dr. Jekyll and Mr. Hyde and Other Stories,Robert Louis Stevenson,3.96,"41,141",Thriller
The Dark Chamber,Leonard Cline,3.47,74,Mystery
My Cousin Rachel,Daphne du Maurier,4.0,"59,366",Romance
At Chrighton Abbey and Other Horror Stories,Mary Elizabeth Braddon,3.62,50,Horror
Don't Look Now,Daphne du Maurier,3.82,"8,489",Biography
La Faustin (1914),Edmond de Goncourt,3.62,26,Mystery
The Fall of the House of Usher and Other Writings,Edgar Allan Poe,4.15,"3,614",Horror
John Charrington's Wedding and Other Stories,E. Nesbit,3.62,21,Nonfiction
